"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.320109363E2,6.500672000E1,2.545716000E1,-2.065194558E0,1.101505518E0,2.014700012E2,2.200000048E0,2.520000076E1
4.330109363E2,6.500670833E1,2.545715167E1,-2.665190550E0,1.090181708E0,2.062299957E2,2.200000048E0,2.610000038E1
4.340109363E2,6.500669500E1,2.545713833E1,-3.165186219E0,1.097387791E0,2.102799988E2,2.200000048E0,2.700000000E1
4.350109363E2,6.500668000E1,2.545712333E1,-3.465181347E0,1.095328927E0,2.103399963E2,2.200000048E0,2.520000076E1
4.360109363E2,6.500666500E1,2.545710833E1,-3.965176474E0,1.120035529E0,2.053800049E2,2.200000048E0,2.570000076E1
4.370109363E2,6.500665500E1,2.545707667E1,-4.365174648E0,1.131874204E0,2.090899963E2,2.200000048E0,2.629999924E1
4.380109363E2,6.500664333E1,2.545706667E1,-4.565170748E0,1.140109777E0,2.141199951E2,2.200000048E0,2.620000076E1
4.390109363E2,6.500663667E1,2.545703667E1,-4.565170114E0,1.153492451E0,2.168800049E2,2.200000048E0,2.610000038E1
4.400109363E2,6.500663167E1,2.545700000E1,-4.765170568E0,1.164816380E0,2.208200073E2,2.200000048E0,2.650000000E1
4.410109363E2,6.500662667E1,2.545695500E1,-4.865171569E0,1.146801114E0,2.295800018E2,2.200000048E0,2.739999962E1
4.420109363E2,6.500662333E1,2.545691667E1,-4.765172783E0,1.175625563E0,2.221199951E2,2.099999905E0,2.210000038E1
4.430109363E2,6.500661500E1,2.545690000E1,-4.665170621E0,1.199302793E0,2.161100006E2,2.099999905E0,2.110000038E1
4.440109363E2,6.500660667E1,2.545688333E1,-4.465168459E0,1.217832804E0,2.166900024E2,2.099999905E0,1.939999962E1
4.450109363E2,6.500659667E1,2.545686667E1,-4.565165645E0,1.224524140E0,2.110399933E2,2.099999905E0,1.979999924E1
4.460109363E2,6.500658833E1,2.545685167E1,-4.665163373E0,1.201361656E0,2.064499969E2,2.099999905E0,2.000000000E1
4.470109363E2,6.500656833E1,2.545683333E1,-4.565156760E0,1.216288567E0,2.085299988E2,2.099999905E0,2.000000000E1
4.480109363E2,6.500654167E1,2.545680333E1,-3.065148307E0,1.229671359E0,2.170500031E2,2.000000000E0,2.110000038E1
4.490109363E2,6.500652667E1,2.545677000E1,-2.765144630E0,1.274452209E0,2.156699982E2,2.099999905E0,1.960000038E1
4.500109363E2,6.500650667E1,2.545673667E1,-2.465138998E0,1.273422837E0,2.111100006E2,2.000000000E0,1.910000038E1
4.510109363E2,6.500649167E1,2.545671000E1,-2.465134883E0,1.292467475E0,2.109299927E2,2.000000000E0,1.939999962E1
4.520109363E2,6.500647333E1,2.545668333E1,-2.265129464E0,1.303791404E0,2.136999969E2,2.000000000E0,1.920000076E1
4.530109363E2,6.500646000E1,2.545666167E1,-2.465125671E0,1.319233060E0,2.157799988E2,1.899999976E0,1.920000076E1
4.540109363E2,6.500644500E1,2.545663667E1,-2.465121444E0,1.309968114E0,2.118500061E2,2.000000000E0,1.839999962E1
4.550109363E2,6.500643333E1,2.545662167E1,-2.465117865E0,1.293496966E0,2.087100067E2,1.899999976E0,1.889999962E1
4.560109363E2,6.500641833E1,2.545659833E1,-2.365113529E0,1.313056350E0,2.122400055E2,2.000000000E0,1.860000038E1
4.570109363E2,6.500640667E1,2.545657667E1,-2.365110385E0,1.292467475E0,2.121900024E2,1.899999976E0,1.829999924E1
4.580109363E2,6.500639333E1,2.545655500E1,-2.165106590E0,1.284231901E0,2.118699951E2,2.000000000E0,1.920000076E1
4.590109363E2,6.500637833E1,2.545653833E1,-1.965101815E0,1.234303832E0,1.912100067E2,2.000000000E0,2.020000076E1
4.600109363E2,6.500636667E1,2.545652500E1,-1.765098126E0,1.216803312E0,2.010399933E2,2.000000000E0,1.960000038E1
4.610109363E2,6.500635000E1,2.545651167E1,-1.365092481E0,1.219376922E0,1.936699982E2,2.000000000E0,1.889999962E1
4.620109363E2,6.500633500E1,2.545649500E1,-5.650877048E-1,1.213200331E0,1.916499939E2,2.000000000E0,1.839999962E1
4.630109363E2,6.500632000E1,2.545648000E1,-1.650828195E-1,1.171507835E0,2.081399994E2,1.899999976E0,1.860000038E1
4.640109363E2,6.500630500E1,2.545646000E1,5.349217392E-1,1.188493609E0,1.995800018E2,1.899999976E0,1.920000076E1
4.650109363E2,6.500629000E1,2.545644833E1,1.234926843E0,1.210626721E0,1.854199982E2,1.899999976E0,1.939999962E1
4.660109363E2,6.500627500E1,2.545643833E1,1.734932056E0,1.220921159E0,1.870599976E2,1.899999976E0,1.989999962E1
4.670109363E2,6.500625833E1,2.545642833E1,2.534937922E0,1.230186105E0,2.003699951E2,1.899999976E0,2.020000076E1
4.680109363E2,6.500624167E1,2.545642000E1,3.534943896E0,1.247686625E0,2.124600067E2,1.899999976E0,2.050000000E1
4.690109363E2,6.500622833E1,2.545640500E1,4.134948131E0,1.282173038E0,2.100200043E2,1.899999976E0,2.089999962E1
4.700109363E2,6.500621167E1,2.545639333E1,4.634953889E0,1.302247167E0,2.056600037E2,1.899999976E0,2.089999962E1
4.710109363E2,6.500619167E1,2.545639500E1,6.034961821E0,1.310997486E0,2.025099945E2,1.899999976E0,2.129999924E1
4.720109363E2,6.500617500E1,2.545639167E1,7.034968122E0,1.329527497E0,2.086999969E2,2.000000000E0,2.160000038E1
4.730109363E2,6.500616000E1,2.545638000E1,7.834973228E0,1.344969153E0,2.072100067E2,2.000000000E0,2.220000076E1
4.740109363E2,6.500614667E1,2.545636667E1,8.334977574E0,1.333645225E0,2.107899933E2,2.000000000E0,2.239999962E1
4.750109363E2,6.500613333E1,2.545635000E1,8.734981703E0,1.325924397E0,2.201300049E2,1.899999976E0,2.310000038E1
4.760109363E2,6.500612833E1,2.545632833E1,9.034982245E0,1.291438103E0,2.323600006E2,1.899999976E0,2.400000000E1
4.770119363E2,6.500612167E1,2.545632000E1,9.334984310E0,1.239451170E0,2.312200012E2,1.899999976E0,2.500000000E1
4.780119363E2,6.500611667E1,2.545631167E1,8.934985723E0,1.203420520E0,2.518000031E2,1.899999976E0,2.610000038E1
4.790119363E2,6.500611500E1,2.545629000E1,8.934984962E0,1.151948333E0,2.344900055E2,2.000000000E0,2.360000038E1
4.800119363E2,6.500611000E1,2.545627500E1,8.934985940E0,1.102535009E0,2.304600067E2,2.000000000E0,2.070000076E1
4.810119363E2,6.500610500E1,2.545626000E1,8.734986918E0,1.049518585E0,2.222400055E2,2.000000000E0,2.110000038E1
4.820119363E2,6.500610000E1,2.545624833E1,8.834988114E0,9.913550019E-1,2.179400024E2,2.000000000E0,2.050000000E1
4.830119363E2,6.500609667E1,2.545623000E1,8.834988223E0,9.357650280E-1,2.150899963E2,2.000000000E0,1.929999924E1
4.840119363E2,6.500609500E1,2.545621333E1,8.634987788E0,8.688511252E-1,2.171900024E2,2.000000000E0,1.910000038E1
4.850119363E2,6.500609000E1,2.545619500E1,8.434988550E0,8.508358598E-1,2.149600067E2,1.899999976E0,1.860000038E1
4.860119363E2,6.500608333E1,2.545617667E1,8.434989964E0,8.353941441E-1,2.152899933E2,1.899999976E0,1.770000076E1
4.870119363E2,6.500607667E1,2.545616000E1,8.234991486E0,8.353941441E-1,2.122599945E2,1.899999976E0,1.770000076E1
4.880119363E2,6.500607000E1,2.545614333E1,7.734993009E0,8.328205347E-1,2.049299927E2,1.899999976E0,1.770000076E1
4.890119363E2,6.500605833E1,2.545612667E1,7.334996489E0,8.822339177E-1,2.043999939E2,1.899999976E0,1.639999962E1
4.900119363E2,6.500604500E1,2.545611000E1,7.035000622E0,9.470888972E-1,2.049900055E2,1.899999976E0,1.650000000E1
4.910119363E2,6.500603167E1,2.545609333E1,7.035004755E0,9.784869552E-1,1.951499939E2,1.899999976E0,1.739999962E1
4.920119363E2,6.500602000E1,2.545607667E1,6.735008235E0,9.867225289E-1,2.008200073E2,1.899999976E0,1.720000076E1
4.930119363E2,6.500601167E1,2.545605333E1,5.935009978E0,9.856930375E-1,2.311399994E2,1.799999952E0,1.729999924E1
4.940119363E2,6.500600833E1,2.545603000E1,5.435009763E0,9.934138656E-1,2.426199951E2,1.799999952E0,1.750000000E1
4.950119363E2,6.500600500E1,2.545600500E1,4.935009440E0,9.790016413E-1,2.569899902E2,1.799999952E0,1.779999924E1
4.960119363E2,6.500600500E1,2.545598333E1,4.535008029E0,9.784869552E-1,2.533099976E2,1.799999952E0,1.860000038E1
4.970119363E2,6.500600833E1,2.545594000E1,4.335003902E0,1.027385592E0,2.692600098E2,1.899999976E0,1.970000076E1
4.980119363E2,6.500600667E1,2.545588333E1,4.435000865E0,1.056210041E0,2.781900024E2,1.899999976E0,2.120000076E1
4.990119363E2,6.500601167E1,2.545584333E1,4.034996302E0,1.068048596E0,2.813200073E2,2.000000000E0,2.170000076E1
5.000119363E2,6.500601833E1,2.545580000E1,3.334990869E0,1.092240572E0,2.842600098E2,2.000000000E0,2.139999962E1
5.010119363E2,6.500602333E1,2.545576333E1,2.834986523E0,1.120550275E0,2.798500061E2,2.000000000E0,1.960000038E1
5.020119363E2,6.500603333E1,2.545575000E1,2.234981737E0,1.129815221E0,3.114800110E2,2.000000000E0,1.929999924E1
5.030119363E2,6.500604167E1,2.545572667E1,1.634976953E0,1.188493609E0,3.101900024E2,2.000000000E0,1.979999924E1
5.040119363E2,6.500604833E1,2.545570333E1,1.034972821E0,1.255922198E0,2.995700073E2,2.000000000E0,2.020000076E1
5.050119363E2,6.500605500E1,2.545567333E1,4.349682549E-1,1.297614694E0,3.022099915E2,2.000000000E0,2.220000076E1
5.060119363E2,6.500606167E1,2.545563667E1,-1.650367462E-1,1.356293082E0,3.054899902E2,2.099999905E0,2.200000000E1
5.070119363E2,6.500607167E1,2.545560333E1,-1.165042837E0,1.370190501E0,3.057799988E2,2.099999905E0,2.120000076E1
5.080119363E2,6.500608167E1,2.545557000E1,-1.865048928E0,1.387176394E0,3.056300049E2,2.099999905E0,2.150000000E1
5.090119363E2,6.500608833E1,2.545555667E1,-2.365052409E0,1.350116372E0,2.990599976E2,2.099999905E0,2.239999962E1
5.100119363E2,6.500609333E1,2.545553000E1,-2.665056107E0,1.315629959E0,2.996300049E2,2.099999905E0,1.960000038E1
5.110119363E2,6.500609833E1,2.545551167E1,-2.865059262E0,1.298644185E0,2.993399963E2,2.099999905E0,2.020000076E1
5.120119363E2,6.500610333E1,2.545548833E1,-3.265062742E0,1.313571095E0,2.996300049E2,2.099999905E0,1.770000076E1
5.130119363E2,6.500610833E1,2.545546833E1,-3.565066006E0,1.303276658E0,2.994899902E2,2.099999905E0,1.670000076E1
5.140119363E2,6.500611500E1,2.545544667E1,-3.965070032E0,1.281658292E0,3.049299927E2,2.099999905E0,1.679999924E1
5.150119363E2,6.500612167E1,2.545542333E1,-4.365074167E0,1.285261393E0,3.045899963E2,2.099999905E0,1.720000076E1
5.160119363E2,6.500612833E1,2.545541000E1,-4.365077650E0,1.261069417E0,3.089700012E2,2.099999905E0,1.639999962E1
5.170119363E2,6.500613333E1,2.545539833E1,-4.565080370E0,1.257981062E0,3.084400024E2,2.099999905E0,1.689999962E1
5.180119363E2,6.500613833E1,2.545538333E1,-4.865083309E0,1.239451170E0,3.089800110E2,2.099999905E0,1.739999962E1
5.190119363E2,6.500614500E1,2.545536333E1,-5.065087227E0,1.255922198E0,3.090400085E2,2.099999905E0,1.779999924E1
5.200119363E2,6.500615500E1,2.545533667E1,-5.465092887E0,1.257466435E0,3.085100098E2,2.200000048E0,1.779999924E1
5.210119363E2,6.500616667E1,2.545532167E1,-5.965098440E0,1.272908092E0,3.161000061E2,2.200000048E0,1.770000076E1
5.220119363E2,6.500617667E1,2.545529667E1,-6.365103992E0,1.256436944E0,3.183299866E2,2.200000048E0,1.779999924E1
5.230119363E2,6.500618500E1,2.545527667E1,-6.865108565E0,1.272393346E0,3.153299866E2,2.200000048E0,1.820000076E1
5.240119363E2,6.500619667E1,2.545524500E1,-7.065115207E0,1.308938622E0,3.135700073E2,2.200000048E0,1.829999924E1
5.250119363E2,6.500620500E1,2.545522333E1,-7.565119889E0,1.277540565E0,3.192799988E2,2.200000048E0,1.839999962E1
5.260119363E2,6.500622000E1,2.545518167E1,-6.265128492E0,1.290923357E0,3.155799866E2,2.200000048E0,1.779999924E1
5.270119363E2,6.500623167E1,2.545515000E1,-6.565135136E0,1.331586361E0,3.126000061E2,2.200000048E0,1.700000000E1
5.280119363E2,6.500624000E1,2.545511500E1,-6.865140690E0,1.340336680E0,3.090899963E2,2.299999952E0,1.739999962E1
5.290119363E2,6.500624333E1,2.545508667E1,-7.065143848E0,1.343939781E0,3.032999878E2,2.299999952E0,1.789999962E1
5.300119363E2,6.500625667E1,2.545503833E1,-7.065152236E0,1.323865533E0,3.034599915E2,2.299999952E0,1.820000076E1
5.310119363E2,6.500626833E1,2.545499333E1,-6.965159754E0,1.328498006E0,3.031900024E2,2.299999952E0,1.879999924E1
5.320119363E2,6.500627333E1,2.545497000E1,-7.065163240E0,1.326953888E0,3.050599976E2,2.299999952E0,1.910000038E1
5.330119363E2,6.500627833E1,2.545494500E1,-7.265166836E0,1.312026978E0,3.082600098E2,2.200000048E0,2.239999962E1
5.340119363E2,6.500629167E1,2.545489833E1,-5.965175117E0,1.279599428E0,3.081499939E2,2.200000048E0,2.189999962E1
5.350119363E2,6.500630167E1,2.545486833E1,-6.165181003E0,1.289379120E0,3.086199951E2,2.200000048E0,2.039999962E1
5.360119363E2,6.500630667E1,2.545484500E1,-6.265184490E0,1.277540565E0,3.099100037E2,2.200000048E0,1.920000076E1
5.370119363E2,6.500631333E1,2.545482000E1,-6.365188741E0,1.229156613E0,3.068200073E2,2.200000048E0,1.929999924E1
5.380119363E2,6.500632167E1,2.545479167E1,-6.465193865E0,1.249230862E0,3.059899902E2,2.200000048E0,1.900000000E1
5.390119363E2,6.500632667E1,2.545477333E1,-6.665197026E0,1.258495808E0,3.065100098E2,2.200000048E0,1.800000000E1
5.400119363E2,6.500633833E1,2.545473833E1,-6.565203895E0,1.261069417E0,3.072999878E2,2.200000048E0,1.960000038E1
5.410119363E2,6.500635000E1,2.545469667E1,-4.765211200E0,1.265187263E0,3.063099976E2,2.200000048E0,2.020000076E1
5.420119363E2,6.500636167E1,2.545465167E1,-3.265218724E0,1.277025819E0,3.068900146E2,2.200000048E0,2.020000076E1
5.430119363E2,6.500636333E1,2.545462167E1,-3.265221341E0,1.266216636E0,3.116300049E2,2.299999952E0,2.089999962E1
5.440119363E2,6.500637500E1,2.545458500E1,-3.365228322E0,1.265701890E0,3.107000122E2,2.299999952E0,2.039999962E1
5.450119363E2,6.500638833E1,2.545454333E1,-3.465236284E0,1.278570056E0,3.103699951E2,2.299999952E0,2.060000038E1
5.460119363E2,6.500640167E1,2.545450000E1,-3.365244357E0,1.282687783E0,3.105199890E2,2.299999952E0,2.010000038E1
5.470119363E2,6.500640000E1,2.545446333E1,-3.165246102E0,1.299673557E0,2.994299927E2,2.299999952E0,2.020000076E1
5.480119363E2,6.500641000E1,2.545442333E1,-2.965252649E0,1.286805511E0,2.993500061E2,2.299999952E0,2.060000038E1
5.490119363E2,6.500640667E1,2.545438833E1,-3.065253630E0,1.284746647E0,3.042000122E2,2.299999952E0,1.989999962E1
5.500119363E2,6.500640667E1,2.545434833E1,-2.165256249E0,1.284231901E0,3.270899963E2,2.299999952E0,1.989999962E1
5.510119363E2,6.500640833E1,2.545432000E1,-2.865258758E0,1.259525299E0,3.333399963E2,2.200000048E0,2.029999924E1
5.520119363E2,6.500641167E1,2.545429333E1,-3.165261814E0,1.258495808E0,3.082900085E2,2.200000048E0,2.060000038E1
5.530119363E2,6.500641500E1,2.545428333E1,-3.465263778E0,1.250260234E0,3.093599854E2,2.200000048E0,2.020000076E1
5.540119363E2,6.500642000E1,2.545427500E1,-3.765266288E0,1.256951690E0,3.078200073E2,2.200000048E0,2.010000038E1
5.550119363E2,6.500642500E1,2.545426167E1,-4.065269126E0,1.250774980E0,3.110000000E2,2.200000048E0,1.979999924E1
5.560119363E2,6.500643167E1,2.545425333E1,-4.165272292E0,1.247171998E0,3.196799927E2,2.200000048E0,1.939999962E1
5.570119363E2,6.500644000E1,2.545425667E1,-4.465275348E0,1.210111976E0,3.195700073E2,2.200000048E0,1.989999962E1
5.580119363E2,6.500644667E1,2.545424833E1,-4.665278514E0,1.172537208E0,3.233500061E2,2.200000048E0,1.939999962E1
5.590119363E2,6.500645167E1,2.545424500E1,-4.965280697E0,1.123638630E0,3.282300110E2,2.099999905E0,1.950000000E1
5.600119363E2,6.500645667E1,2.545423167E1,-5.265283535E0,1.122094393E0,3.183900146E2,2.099999905E0,1.989999962E1
5.610119363E2,6.500646500E1,2.545421167E1,-5.665288120E0,1.140624404E0,3.157200012E2,2.099999905E0,1.960000038E1
5.620119363E2,6.500647167E1,2.545417500E1,-5.965293143E0,1.132903576E0,3.052300110E2,2.099999905E0,1.920000076E1
5.630119363E2,6.500647833E1,2.545415167E1,-6.265297292E0,1.152977824E0,3.049700012E2,2.099999905E0,1.960000038E1
5.640119363E2,6.500649000E1,2.545411000E1,-6.165304608E0,1.122094393E0,3.056700134E2,2.000000000E0,1.789999962E1
5.650119363E2,6.500649667E1,2.545408833E1,-6.565308648E0,1.129815221E0,3.048099976E2,2.000000000E0,1.800000000E1
5.660119363E2,6.500650167E1,2.545407167E1,-6.765311706E0,1.149889469E0,3.045599976E2,2.000000000E0,1.770000076E1
5.670119363E2,6.500650500E1,2.545404500E1,-7.165314765E0,1.151433587E0,3.102500000E2,2.000000000E0,1.720000076E1
5.680119363E2,6.500651000E1,2.545402500E1,-7.465318041E0,1.142683387E0,3.019299927E2,2.000000000E0,1.900000000E1
5.690119363E2,6.500651500E1,2.545400333E1,-7.765321427E0,1.184890509E0,3.019500122E2,2.000000000E0,2.000000000E1
5.700119363E2,6.500652167E1,2.545397667E1,-8.065325797E0,1.202391148E0,3.019500122E2,2.000000000E0,2.089999962E1
5.710119363E2,6.500653000E1,2.545394500E1,-8.265331150E0,1.214229703E0,3.019599915E2,2.000000000E0,2.010000038E1
5.720119363E2,6.500653500E1,2.545390667E1,-8.465335629E0,1.213714957E0,2.991600037E2,1.899999976E0,2.020000076E1
5.730119363E2,6.500653833E1,2.545387833E1,-8.665338798E0,1.167904735E0,2.943900146E2,1.899999976E0,2.010000038E1
5.740119363E2,6.500654500E1,2.545385000E1,-8.765343278E0,1.184375882E0,2.968800049E2,1.899999976E0,2.039999962E1
5.750119363E2,6.500655167E1,2.545381667E1,-8.765348086E0,1.192611337E0,2.977000122E2,1.899999976E0,2.070000076E1
5.760119363E2,6.500656000E1,2.545378500E1,-8.965353441E0,1.156066060E0,2.964299927E2,1.899999976E0,1.989999962E1
5.770119363E2,6.500656167E1,2.545375333E1,-9.065356174E0,1.181287527E0,2.904599915E2,1.899999976E0,2.029999924E1
5.780119363E2,6.500656500E1,2.545371667E1,-9.065359890E0,1.197758555E0,2.900100098E2,1.899999976E0,1.929999924E1
5.790119363E2,6.500656833E1,2.545368667E1,-9.065363170E0,1.198788047E0,2.939299927E2,1.899999976E0,1.820000076E1
5.800119363E2,6.500657333E1,2.545365500E1,-9.365367214E0,1.204450011E0,2.960400085E2,1.899999976E0,1.820000076E1
5.810119363E2,6.500657833E1,2.545362167E1,-9.465371368E0,1.165331125E0,3.019200134E2,1.899999976E0,1.850000000E1
5.820119363E2,6.500659000E1,2.545357500E1,-9.165379022E0,1.134447813E0,3.018900146E2,1.899999976E0,1.950000000E1
5.830119363E2,6.500659333E1,2.545352167E1,-8.765383833E0,1.154521942E0,2.857999878E2,2.000000000E0,1.950000000E1
5.840119363E2,6.500659667E1,2.545347000E1,-8.365388535E0,1.148859978E0,2.787300110E2,2.000000000E0,1.989999962E1
5.850119363E2,6.500659833E1,2.545341500E1,-8.065392801E0,1.091725826E0,2.822000122E2,2.000000000E0,1.939999962E1
5.860119363E2,6.500660333E1,2.545336833E1,-7.665397832E0,1.080401897E0,2.786600037E2,2.000000000E0,1.900000000E1
5.870119363E2,6.500661000E1,2.545333000E1,-7.065402972E0,1.086578608E0,2.858999939E2,1.899999976E0,1.970000076E1
5.880119363E2,6.500661167E1,2.545327333E1,-5.765407348E0,1.122094393E0,2.690299988E2,1.899999976E0,2.010000038E1
5.888064511E2,6.500652540E1,2.545282030E1,6.434598450E0,NaN,NaN,6.224100113E1,6.982199669E0
5.895110514E2,6.500661167E1,2.545327333E1,-5.765407348E0,0.000000000E0,0.000000000E0,2.900000095E0,3.179999924E1
5.900080514E2,6.500666833E1,2.545323500E1,-5.765432182E0,0.000000000E0,0.000000000E0,2.900000095E0,3.170000076E1
5.908850514E2,6.500661000E1,2.545325333E1,-5.765408004E0,6.197255850E-1,2.526000061E2,2.799999952E0,1.550000000E1
5.913850514E2,6.500662000E1,2.545321333E1,-5.765414568E0,7.942163944E-1,2.545899963E2,2.400000095E0,1.550000000E1
5.918850514E2,6.500661833E1,2.545316667E1,-5.865416975E0,1.416515589E0,2.491699982E2,2.200000048E0,1.610000038E1
5.923850514E2,6.500661500E1,2.545313000E1,-5.965418068E0,1.806674957E0,2.452200012E2,2.099999905E0,1.629999924E1
5.933850514E2,6.500661667E1,2.545305667E1,-5.265423538E0,1.426295280E0,2.701099854E2,2.000000000E0,1.770000076E1
5.948850514E2,6.500662333E1,2.545299500E1,-4.965430213E0,1.085034490E0,3.025100098E2,1.899999976E0,1.850000000E1
5.958850514E2,6.500662167E1,2.545295333E1,-4.865432291E0,1.371219993E0,2.868999939E2,1.899999976E0,1.889999962E1
5.969877267E2,6.500705370E1,2.545278650E1,6.834387583E0,NaN,NaN,3.606399918E1,2.132453203E0
5.984507267E2,6.500662000E1,2.545294667E1,-4.865432072E0,4.941333234E-1,2.178300018E2,4.199999809E0,4.520000076E1
5.989507267E2,6.500661833E1,2.545293000E1,-4.865432509E0,6.017102599E-1,2.296900024E2,4.199999809E0,1.689999962E1
5.996477267E2,6.500662333E1,2.545291500E1,-4.865435464E0,6.259022355E-1,3.018200073E2,4.099999905E0,1.519999981E1
6.001477267E2,6.500664500E1,2.545280833E1,-4.865451008E0,8.518652916E-1,3.212000122E2,3.500000000E0,1.539999962E1
6.011477267E2,6.500666833E1,2.545271167E1,-4.865466555E0,8.075991869E-1,3.018900146E2,2.700000048E0,1.679999924E1
6.026477267E2,6.500667667E1,2.545266833E1,-5.065472687E0,4.987658262E-1,3.058800049E2,2.700000048E0,1.989999962E1
6.036477267E2,6.500668333E1,2.545265500E1,-5.065476192E0,5.636208057E-1,2.899400024E2,2.799999952E0,2.289999962E1
6.046477267E2,6.500668667E1,2.545263167E1,-5.365479039E0,1.014002800E0,2.870899963E2,2.799999952E0,2.610000038E1
6.056477267E2,6.500668500E1,2.545261000E1,-5.765479805E0,7.381116748E-1,3.032999878E2,2.799999952E0,2.720000076E1
6.066477267E2,6.500669000E1,2.545260667E1,-6.065481996E0,1.030473948E0,3.240299988E2,2.799999952E0,2.960000038E1
6.076477267E2,6.500669833E1,2.545259667E1,-6.365485940E0,8.894400001E-1,3.276000061E2,2.900000095E0,3.179999924E1
6.086477267E2,6.500670500E1,2.545257500E1,-6.865489993E0,1.406735778E0,3.222399902E2,2.900000095E0,4.009999847E1
6.096477267E2,6.500671667E1,2.545255667E1,-7.365495799E0,1.179228663E0,3.169599915E2,2.900000095E0,4.279999924E1
6.106477267E2,6.500672833E1,2.545253000E1,-7.965502154E0,1.145771623E0,3.238500061E2,3.000000000E0,4.540000153E1
6.116477267E2,6.500673833E1,2.545249333E1,-8.665508509E0,7.386263609E-1,3.200100098E2,3.000000000E0,4.809999847E1
6.126477267E2,6.500674667E1,2.545247167E1,-9.465513220E0,9.393680692E-1,3.078999939E2,3.000000000E0,5.059999847E1
6.136477267E2,6.500676000E1,2.545242000E1,-1.126552188E1,1.587403297E0,3.099400024E2,2.799999952E0,4.379999924E1
6.146477267E2,6.500678500E1,2.545236333E1,-1.186553547E1,1.633213639E0,3.180400085E2,2.599999905E0,3.590000153E1
6.156477267E2,6.500680500E1,2.545229333E1,-1.146554797E1,1.229671359E0,2.994899902E2,2.500000000E0,2.950000000E1
6.166477267E2,6.500682167E1,2.545227000E1,-1.136555608E1,1.294526339E0,2.992099915E2,2.400000095E0,2.739999962E1
6.176477267E2,6.500684000E1,2.545224167E1,-1.116556518E1,1.187978864E0,3.181099854E2,2.299999952E0,2.529999924E1
6.186477267E2,6.500686167E1,2.545218167E1,-9.965577683E0,1.290923357E0,3.177900085E2,2.299999952E0,2.200000000E1
6.196477267E2,6.500687833E1,2.545214167E1,-9.665586896E0,1.328498006E0,3.150499878E2,2.200000048E0,2.289999962E1
6.206477267E2,6.500689333E1,2.545210333E1,-9.165595343E0,1.375852466E0,3.015199890E2,2.099999905E0,2.370000076E1
6.216477267E2,6.500690333E1,2.545207500E1,-8.965601158E0,1.437619209E0,2.954400024E2,2.099999905E0,2.300000000E1
6.226477267E2,6.500690833E1,2.545204833E1,-8.765604889E0,1.482399940E0,2.971300049E2,2.000000000E0,2.510000038E1
6.236477267E2,6.500691333E1,2.545202500E1,-8.665608400E0,1.425780535E0,2.922999878E2,2.000000000E0,2.429999924E1
6.246477267E2,6.500691667E1,2.545200167E1,-8.565611254E0,1.353719473E0,2.937300110E2,2.099999905E0,2.470000076E1
6.256477267E2,6.500692167E1,2.545197500E1,-8.465614986E0,1.341880798E0,3.056099854E2,2.099999905E0,2.420000076E1
6.266477267E2,6.500693000E1,2.545194833E1,-8.365620034E0,1.356807828E0,3.134500122E2,2.000000000E0,2.320000076E1
6.276477267E2,6.500694000E1,2.545192167E1,-8.065625741E0,1.332615852E0,3.039100037E2,2.000000000E0,2.360000038E1
6.286477267E2,6.500694833E1,2.545189000E1,-7.665631120E0,1.308938622E0,3.065299988E2,2.000000000E0,2.320000076E1
6.296477267E2,6.500695667E1,2.545186167E1,-7.465636280E0,1.295041084E0,3.000899963E2,2.000000000E0,2.360000038E1
6.306477267E2,6.500696167E1,2.545183167E1,-7.265640233E0,1.278055310E0,2.974599915E2,2.000000000E0,2.020000076E1
6.316477267E2,6.500696833E1,2.545180000E1,-6.965644954E0,1.259010553E0,2.995000000E2,2.000000000E0,1.979999924E1
6.326477267E2,6.500697167E1,2.545175500E1,-6.365649239E0,1.253348589E0,2.975700073E2,2.000000000E0,2.039999962E1
6.336477267E2,6.500697500E1,2.545171833E1,-5.765652973E0,1.275481701E0,2.942999878E2,2.000000000E0,2.029999924E1
6.346477267E2,6.500698500E1,2.545168333E1,-5.165659233E0,1.347542763E0,3.069400024E2,1.899999976E0,2.100000000E1
6.356477267E2,6.500699167E1,2.545165000E1,-4.765664066E0,1.376367211E0,3.052600098E2,1.899999976E0,1.939999962E1
6.366477267E2,6.500699333E1,2.545161833E1,-4.465666813E0,1.336218834E0,2.926700134E2,1.899999976E0,1.910000038E1
6.376477267E2,6.500699667E1,2.545159167E1,-4.265669890E0,1.310997486E0,2.908200073E2,1.899999976E0,1.850000000E1
6.386477267E2,6.500700167E1,2.545156167E1,-4.265673845E0,1.307394385E0,2.904800110E2,1.899999976E0,1.760000038E1
6.396477267E2,6.500700500E1,2.545153000E1,-4.065677252E0,1.279599428E0,3.013800049E2,1.899999976E0,1.800000000E1
6.406477267E2,6.500700833E1,2.545150167E1,-3.865680438E0,1.245113015E0,2.866400146E2,1.899999976E0,1.860000038E1
6.416477267E2,6.500701167E1,2.545147333E1,-3.665683625E0,1.253348589E0,2.986000061E2,1.899999976E0,1.879999924E1
6.426477267E2,6.500702000E1,2.545144667E1,-3.565688679E0,1.266216636E0,3.073200073E2,1.899999976E0,1.839999962E1
